SampleID,sampleID_ENA,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Depth_unit,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Temperature_unit,Temperature_flag,Salinity,Salinity_unit,Salinity_flag,pH,pH_unit,pH_flag,PO43,PO43_unit,PO43_flag,NO3,NO3_unit,NO3_flag,POC,POC_unit,POC_flag,NO2,NO2_unit,NO2_flag,DOC,DOC_unit,DOC_flag,NanoMicroPlankton,NanoMicroPlankton_unit,NanoMicroPlankton_flag,PAR,PAR_unit,PAR_flag,Conductivity,Conductivity_unit,Conductivity_flag,PP_C,PP_C_unit,PP_C_flag,Oxygen,Oxygen_unit,Oxygen_flag,PON,PON_unit,PON_flag,MesoMacroPlankton,MesoMacroPlankton_unit,MesoMacroPlankton_flag,BacterialProduction_C,BacterialProduction_C_unit,BacterialProduction_C_flag,DON,DON_unit,DON_flag,NH4+,NH4+_unit,NH4+_flag,SiOH4,SiOH4_unit,SiOH4_flag,Turbidity,Turbidity_unit,Turbidity_flag,Fluorometer,Fluorometer_unit,Fluorometer_flag,Chl_a,Chl_a_unit,Chl_a_flag
OSD186_2014-06_NPL022_1,OSD186_2014-06-21_2.4m_NPL022,OSD2014,OSD186,OSD186_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD186_20140621T1704Z.pdf,Participation in OSD,2014-06-21T17:04,38.885507,-76.5416,2.4,m,USA,456,Northeast U.S. Continental Shelf,212,North Atlantic Ocean,1912,freshwater river biome ENVO:01000253,brackish estuary ENVO:00002137,brackish water ENVO:00002019,"5L-Kimmerer, YSI85",collected with Kimmer below surface of water (total depth at site 2.4m),Dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275469,ERS667478,26.8,centigrade,,7.2,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,6.2,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,37.6,V,,not present,not present,
OSD188_2014-06_NPL022_1,OSD188_2014-06-24_0m_NPL022,OSD2014,OSD188,OSD188_2014-06,not present,IMOS National Reference Stations - OSD,2014-06-24T21:48,-32,115.4167,0,m,AUS,3972,West Central Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L Niskin,marine surface water,"Research vessel, Linnaeus",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275468,ERS667477,21.7963,centigrade,,35.152,PSU,,not present,not present,,0.1,micromol/l,,0.1,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,49.946,mS/cm,,not present,not present,,218.21158,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.08,micromol/l,,1.7,micromol/l,,not present,not present,,0.4,V,,not present,not present,
OSD189_2014-06_NPL022_1,OSD189_2014-06-24_0m_NPL022,OSD2014,OSD189,OSD189_2014-06,not present,IMOS NAtional Reference Stations - OSD,2014-06-24T16:05,-19.305,147.622,0,m,AUS,19044,Northeast Australian Shelf,0,Coral Sea,4364,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L Niskin,marine surface water,"Research vessel, Apollo",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275467,ERS667476,23.6203,centigrade,,35.2968,PSU,,not present,not present,,0.0539,micromol/l,,0.102,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,51.96143,mS/cm,,not present,not present,,183.8763,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.171,micromol/l,,0.4009,micromol/l,,not present,not present,,0.0481,V,,not present,not present,
OSD19_2014-06_NPL022_1,OSD19_2014-06-23_2m_NPL022,OSD2014,OSD19,OSD19_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD19_20140623T0730Z.pdf,Not provided,2014-06-23T07:30,35,33,2,m,CYP,0,Mediterranean Sea,not present,Cyprus Island,3862,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Ruttner Water Sampler,Surface water from site the Wall Famagusta.,RV Security Ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275628,ERS667649,29,centigrade,,39.1,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD190_2014-06_NPL022_1,OSD190_2014-07-13_0m_NPL022,OSD2014,OSD190,OSD190_2014-06,not present,IMOS National Reference Stations - OSD,2014-07-13T07:22,-35.8372,136.4413,0,m,AUS,9284,South West Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L bucket,marine surface water,"Research vessel, Ngerin",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275466,ERS667475,15.9433,centigrade,,35.7899,PSU,,not present,not present,,0.123,micromol/l,,0.5383,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,44.73163,mS/cm,,not present,not present,,176.197079,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.425,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD191_2014-06_NPL022_1,OSD191_2014-07-02_0m_NPL022,OSD2014,OSD191,OSD191_2014-06,not present,IMOS National Reference Stations - OSD,2014-07-02T14:33,-12.3382,130.6952,0,m,AUS,7489,North Australian Shelf,0,Timor Sea,4344,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L Niskin,surface marine water for filtering,"Research vessel, Westpac Rescue 1",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275465,ERS667474,24.76,centigrade,,34.19,PSU,,8.03,dimensionless,,0.3583,micromol/l,,0.2596,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,51.96,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.0949,micromol/l,,5.1682,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD2_2014-06_NPL022_1,OSD2_2014-06-20_0m_NPL022,OSD2014,OSD2,OSD2_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD2_20140620T1126Z.pdf,Our OBJECTIVE is to contribute to the OSD dataset on marine microbial diversity and functions and possibly its analysis. We are particularly interested by the structure and fucntions of prokaryotic and eukaryotic communities and their in situ interactions.,2014-06-20T11:26,48.7778,-3.9375,0,m,FRA,5401,Celtic-Biscay Shelf,0,English Channel,2389,neritic epipelagic zone biome ENVO:01000042,coastal water body ENVO:02000049,coastal sea water ENVO:00002150,5L Niskin bottle,clear water,RV Neomysis,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275645,ERS667667,14.38,centigrade,,35.128,PSU,,8.02,dimensionless,,0.1,micromol/l,,1.3,micromol/l,,112.2,microgram/l,,0.11,micromol/l,,not present,not present,,not present,not present,,1362,micromol/m^2/s,,not present,not present,,not present,not present,,282.7,micromol/kg,,14.3,micromol/l,,not present,not present,,not present,not present,,not present,not present,,0.58,micromol/l,,0.9,micromol/l,,not present,not present,,not present,not present,,1.22,mg/m^3,
OSD2_2014-06_NE08_1,OSD2_2014-06-20_1m_NE08,OSD2014,OSD2,OSD2_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD2_20140620T1126Z.pdf,Our OBJECTIVE is to contribute to the OSD dataset on marine microbial diversity and functions and possibly its analysis. We are particularly interested by the structure and fucntions of prokaryotic and eukaryotic communities and their in situ interactions.,2014-06-20T11:26,48.7778,-3.9375,1,m,FRA,5399,Celtic-Biscay Shelf,0,English Channel,2389,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5L Niskin bottle,clear water,RV Neomysis,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,14.38,centigrade,,35.128,PSU,,8.02,dimensionless,,0.1,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD20_2014-06_NPL022_1,OSD20_2014-06-20_0m_NPL022,OSD2014,OSD20,OSD20_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD20_20140620T1030Z.pdf,Microbial diversity,2014-06-20T10:30,64.208333,-22.015,0,m,ISL,5090,Iceland Shelf and Sea,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,bucket,Samples were filtered onboard,Small research vessel,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275626,ERS667647,11,centigrade,,31.2,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD20_2014-06_NPL022_2,OSD20_2014-06-20_20m_NPL022,OSD2014,OSD20,OSD20_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD20_20140620T1030Z.pdf,Microbial diversity,2014-06-20T10:30,64.208333,-22.015,20,m,ISL,5090,Iceland Shelf and Sea,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,bucket,Samples were filtered onboard,Small research vessel,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275627,ERS667648,11,centigrade,,31.2,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD21_2014-06_NPL022_1,OSD21_2014-06-21_0m_NPL022,OSD2014,OSD21,OSD21_2014-06,not present,Monthly monitoring,2014-06-21T10:55,45.08,13.61,0,m,HRV,1559,Mediterranean Sea,0,Adriatic Sea,3314,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,sea water ENVO:00002149,Niskin,Seawater,Burin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3282987,ERS667646,19.5,centigrade,,37.1,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD22_2014-06_NE08_1,OSD22_2014-06-23_1m_NE08,OSD2014,OSD22,OSD22_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD22_20140623T0800Z.pdf,Solemio station (SOMLIT site),2014-06-23T06:01,43.22639,5.1746,1,m,FRA,10195,Mediterranean Sea,0,Mediterranean Sea - Western Basin,4279,marine biome ENVO:00000447,surface water ENVO:00002042,saline water ENVO:00002010,CTD rosette + 2 Niskin bottles,1st Niskin (18L) for Sterivex filtration.,NO ANTEDON II,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,21.9952,centigrade,,38.0871,PSU,,not present,not present,,0.16,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD22_2014-06_NPL022_1,OSD22_2014-06-23_1m_NPL022,OSD2014,OSD22,OSD22_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD22_20140623T0800Z.pdf,Solemio station (SOMLIT site),2014-06-23T06:01,43.22639,5.1746,1,m,FRA,10195,Mediterranean Sea,0,Mediterranean Sea - Western Basin,4279,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,sea water ENVO:00002149,CTD rosette + 2 Niskin bottles,1st Niskin (18L) for Sterivex filtration.,NO ANTEDON II,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275625,ERS667645,21.9952,centigrade,,38.0871,PSU,,not present,not present,,0.16,micromol/l,,0.026,micromol/l,,not present,not present,,0,micromol/l,,not present,not present,,not present,not present,,1335.2,micromol/m^2/s,,53.85,mS/cm,,not present,not present,,4.941,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.025,micromol/l,,1.729,micromol/l,,2.436,FTU,,not present,not present,,2.8,mg/m^3,
OSD24_2014-06_NPL022_1,OSD24_2014-06-21_0m_NPL022,OSD2014,OSD24,OSD24_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD24_20140621T1230Z.pdf,Exploring biodiversity,2014-06-21T12:30,35.1927,-2.88005,0,m,MAR,2362,Mediterranean Sea,0,Alboran Sea,3324,mediterranean sea biome ENVO:01000047,brackish estuary ENVO:00002137,coastal sea water ENVO:00002150,Bottle 5L,water sample,Ship MarchicaMed,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275624,ERS667644,26.5,centigrade,,36,PSU,,7.89,dimensionless,,0.25,micromol/l,,12.5,micromol/l,,not present,not present,,0.2,micromol/l,,1150,micromol/l,,not present,not present,,not present,not present,,52.03,mS/cm,,not present,not present,,7.78,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,3.62,FTU,,not present,not present,,not present,not present,
OSD25_2014-06_NPL022_1,OSD25_2014-06-21_0m_NPL022,OSD2014,OSD25,OSD25_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD25_20140621T0900Z.pdf,Exploring biodiversity,2014-06-21T09:00,35.086353,-2.214658,0,m,MAR,0,Mediterranean Sea,0,Alboran Sea,3324,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,coastal sea water ENVO:00002150,bottle 5L,water samples,ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275623,ERS667643,23.1,centigrade,,30,PSU,,8.03,dimensionless,,0.16,micromol/l,,0.67,micromol/l,,243,microgram/l,,0.01,micromol/l,,475,micromol/l,,not present,not present,,not present,not present,,51.1,mS/cm,,not present,not present,,7,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.18,mg/m^3,
OSD26_2014-06_NPL022_1,OSD26_2014-06-21_0m_NPL022,OSD2014,OSD26,OSD26_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD26_20140621T1245Z.pdf,Exploring biodiversity,2014-06-21T12:45,35.82,-5.75,0,m,MAR,216,Canary Current,0,Strait of Gibraltar,3346,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,sea water ENVO:00002149,Bottle 5L,water sample,Ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275622,ERS667642,28,centigrade,,34.19,PSU,,7.69,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,49.7,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD28_2014-06_NPL022_1,OSD28_2014-06-21_0.2m_NPL022,OSD2014,OSD28,OSD28_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD28_20140621T0415Z.pdf,Sample microbial diversity,2014-06-21T04:15,16.802575,88.08165,0.2,m,IND,392876,Bay of Bengal,0,Bay of Bengal,4273,marine reef biome ENVO:01000029,surface water ENVO:00002042,sea water ENVO:00002149,acid-washed bucket,Surface water from back reef environment in close proximity to mesoamerican reef crest.,"wading, on foot",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275621,ERS667641,29.5,centigrade,,35,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD29_2014-06_NPL022_1,OSD29_2014-06-21_0.2m_NPL022,OSD2014,OSD29,OSD29_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD29_20140621T1500Z.pdf,sample microbial diversity,2014-06-21T15:00,27.4694,-80.283366,0.2,m,USA,524,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,acid-washed buckets,"Sample taken outside the Fort Pierce Inlet on the Atlantic ocean, in about 25 of water.",research vessel,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275620,ERS667640,26.9,centigrade,,35.7,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,5.6,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD3_2014-06_NE08_1,OSD3_2014-06-20_0m_NE08,OSD2014,OSD3,OSD3_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD3_20140620T0540Z.pdf,OSD2014 at Helgoland,2014-06-20T05:40,54.18194,7.9,0,m,DEU,0,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,10L Bucket,surface water sampling,Aade,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275644,ERS667666,14,centigrade,,32.591,PSU,,8.11,dimensionless,,0.1,micromol/l,,2.86,micromol/l,,not present,not present,,0.12,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.93,micromol/l,,3.37,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD3_2014-06_NPL022_1,OSD3_2014-06-20_0m_NPL022,OSD2014,OSD3,OSD3_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD3_20140620T0540Z.pdf,OSD2014 at Helgoland,2014-06-20T05:40,54.18194,7.9,0,m,DEU,0,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,10L Bucket,surface water sampling,Aade,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275643,ERS667665,14,centigrade,,32.591,PSU,,8.11,dimensionless,,0.1,micromol/l,,2.86,micromol/l,,not present,not present,,0.12,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.93,micromol/l,,3.37,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD30_2014-06_NE08_1,OSD30_2014-06-20_2m_NE08,OSD2014,OSD30,OSD30_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD30_20140620T0815Z.pdf,"The sampling site is situated in the northern Baltic Sea, and represents a marginal (enclosed, seasonally ice covered) and ecologically extreme (permanently low salinities) marine environment. It will be interesting to see this reflected in the community and metagenomic data",2014-06-20T08:15,59.8822,23.2538,2,m,FIN,1297,Baltic Sea,0,Gulf of Finland,2407,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,LIMNOS water sampler,coastal water taken from a deep furrow stretching into the open Baltic,small motor boat,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,10.5,centigrade,,5.63,PSU,,7.85,dimensionless,,0.2,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,7.203,mS/cm,,not present,not present,,10.46,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,8.1,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD30_2014-06_NPL022_1,OSD30_2014-06-20_2m_NPL022,OSD2014,OSD30,OSD30_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD30_20140620T0815Z.pdf,"The sampling site is situated in the northern Baltic Sea, and represents a marginal (enclosed, seasonally ice covered) and ecologically extreme (permanently low salinities) marine environment. It will be interesting to see this reflected in the community and metagenomic data",2014-06-20T08:15,59.8822,23.2538,2,m,FIN,1297,Baltic Sea,0,Gulf of Finland,2407,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,LIMNOS water sampler,coastal water taken from a deep furrow stretching into the open Baltic,small motor boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3282984,ERS667638,10.5,centigrade,,5.63,PSU,,7.85,dimensionless,,0.2,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,7.203,mS/cm,,not present,not present,,10.46,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,8.1,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD31_2014-06_NPL022_1,OSD31_2014-06-12_1m_NPL022,OSD2014,OSD31,OSD31_2014-06,not present,IMOS National Reference Stations - OSD,2014-06-12T11:20,-34.0833,151.25,1,m,AUS,5514,East Central Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L bucket,marine surface water,"Research vessel, Zelda Faith",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275619,ERS667637,20.1183,centigrade,,35.4964,PSU,,not present,not present,,0.1206,micromol/l,,0.2451,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,48.64563,mS/cm,,not present,not present,,235.999487,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.033,micromol/l,,0.3693,micromol/l,,not present,not present,,3.6457,V,,not present,not present,
OSD32_2014-06_NPL022_1,OSD32_2014-06-23_1m_NPL022,OSD2014,OSD32,OSD32_2014-06,not present,IMOS National Reference Stations - OSD,2014-06-23T15:20,-27.342,153.5622,1,m,AUS,9573,East Central Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,10 L Niskin,marine surface water,"Research vessel, Scylla",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275618,ERS667636,23.4,centigrade,,35.391,PSU,,not present,not present,,0.0693,micromol/l,,0.0665,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,51.91549,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.048,micromol/l,,0.2857,micromol/l,,not present,not present,,0.1933,V,,not present,not present,
OSD33_2014-06_NPL022_1,OSD33_2014-06-19_1m_NPL022,OSD2014,OSD33,OSD33_2014-06,not present,IMOS National Reference Stations - OSD,2014-06-19T15:35,-42.5966,148.2333,1,m,AUS,8358,Southeast Australian Shelf,0,South Pacific Ocean,1910,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,5 L Niskin,marine surface water,"Research vessel, South Cape",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275617,ERS667635,13.9045,centigrade,,35.3598,PSU,,not present,not present,,0.3081,micromol/l,,3.0343,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,42.29881,mS/cm,,not present,not present,,250.271724,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.0214,micromol/l,,0.6984,micromol/l,,not present,not present,,0.1442,V,,not present,not present,
OSD34_2014-06_NPL022_1,OSD34_2014-06-21_0m_NPL022,OSD2014,OSD34,OSD34_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD34_20140621T0930Z.pdf,The overall OBJECTIVE is a description of the microbial diversity of multiple points of world oceans at a synchronized and single point of time.,2014-06-21T09:30,31.21667,29.96667,0,m,EGY,0,Mediterranean Sea,2782,Mediterranean Sea - Eastern Basin,4280,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5 Liter plastic jug,sea water,500 m of shore of the Mediterranean Sea,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275616,ERS667634,27,centigrade,,36,PSU,,8.01,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,57.4,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD35_2014-06_NPL022_1,OSD35_2014-06-21_1m_NPL022,OSD2014,OSD35,OSD35_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD35_20140621T1701Z.pdf,OSD Main Event Sampling,2014-06-21T17:01,38.6792,-76.1742,1,m,USA,0,Northeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,estuarine water ENVO:01000301,YSI 6600 v2 datasonde,"Water sample collected via bucket, 6 filters sub-sampled",Oxford Lab Pier,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275615,ERS667633,26.32,centigrade,,8.97,PSU,,7.98,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,15.41,mS/cm,,not present,not present,,260.37,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,9,FTU,,not present,not present,,not present,not present,
