SampleID,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Salinity,pH,PO43,NO3,POC,NO2,DOC,NanoMicroPlankton,PAR,Conductivity,PP_C,Oxygen,PON,MesoMacroPlankton,BacterialProduction_C,DON,NH4+,SiOH4,Turbidity,Fluorometer,Chl_a
OSD152_2014-06_NPL022_2,OSD2014,OSD152,OSD152_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1610Z.pdf,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program,2014-06-20T16:10,44.6936,-63.6403,1,CAN,0,Scotian Shelf,0,North Atlantic Ocean,1912,neritic epipelagic zone biome ENVO:01000042,natural harbor ENVO:00000465,coastal sea water ENVO:00002150,10L Niskin,1m - cast 2,"dive vessel, Eastcom",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275500,ERS667509,12.8,28.9,8.2,not present,not present,not present,not present,not present,not present,2.58,3437,not present,294,not present,not present,not present,not present,not present,not present,not present,2.2,not present
OSD152_2014-06_NPL022_2,OSD2014,OSD152,OSD152_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1630Z.pdf,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program,2014-06-20T16:30,44.6936,-63.6403,5,CAN,0,Scotian Shelf,0,North Atlantic Ocean,1912,neritic epipelagic zone biome ENVO:01000042,natural harbor ENVO:00000465,coastal sea water ENVO:00002150,10L Niskin,5m - cast 2,"dive vessel, Eastcom",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275502,ERS667511,10.8,29.8,8.2,not present,not present,not present,not present,not present,not present,2.33,3363,not present,304,not present,not present,not present,not present,not present,not present,not present,3.5,not present
OSD153_2014-06_NPL022_1,OSD2014,OSD153,OSD153_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD153_20140621T1015Z.pdf,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",2014-06-21T10:15,36.997655,-7.981656,0,PRT,0,Iberian Coastal,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,coastal sea water ENVO:00002150,"5L Plastic water Gallons, Disinfected",Surface water from the costal Faro Island. Five samples were taken for amplicon and metagenomic Sequencing.,On Site Access,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275499,ERS667508,21.1,34.4,8.15,not present,not present,not present,not present,not present,not present,not present,not present,not present,8.83,not present,not present,not present,not present,0.3839,not present,not present,not present,not present
OSD154_2014-06_NPL022_1,OSD2014,OSD154,OSD154_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD154_20140620T1120Z.pdf,impact of global change on coastal zones and its relative importance compared with local human activities,2014-06-20T11:20,44.66666,-1.16666,1,FRA,260,Celtic-Biscay Shelf,24,Bay of Biscay,2359,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,30 liters - Niskin,surface water,research vessel PLANULA IV,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275498,ERS667507,20.7,32.4,8.05,0.04,1,not present,0.04,not present,not present,not present,not present,not present,231.4,not present,not present,not present,not present,1.21,4.8,not present,not present,1.16
OSD155_2014-06_NPL022_1,OSD2014,OSD155,OSD155_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD155_20140621T0700Z.pdf,"Testing the hands OSD concept for future use with students and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",2014-06-21T07:00,59.81618,10.59863,12.8,NOR,1278,North Sea,0,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,Water sample with 1 bucket a 5 L deployed 2x at 1 m (HCL washed),A sheltered location at the latitude of a realtime weather station. In total 10 liter of sweater was sampled and filtered /subsampled( Parallels) as follows by different groups of pupils,C4 Bombard,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275496,ERS667505,18.7,30.054,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD155_2014-06_NPL022_2,OSD2014,OSD155,OSD155_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD155_20140621T0700Z.pdf,"Testing the hands OSD concept for future use with students and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",2014-06-21T07:00,59.81618,10.59863,1,NOR,1278,North Sea,0,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,Water sample with 1 bucket a 5 L deployed 2x at 1 m (HCL washed),A sheltered location at the latitude of a realtime weather station. In total 10 liter of sweater was sampled and filtered /subsampled( Parallels) as follows by different groups of pupils,C4 Bombard,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275497,ERS667506,18.7,30.054,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD156_2014-06_NPL022_1,OSD2014,OSD156,OSD156_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD156_20140621T1000Z.pdf,Testing the hands OSD concept for future use with students and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour possibly status of pops and microplastics Note Due too unforeseen logistics Kavringen was selected instead of Hvaler coral site .,2014-06-21T10:00,59.89961,10.71999,11.8,NOR,769,North Sea,189,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,1 bucket a 5 L deployed x at 1 m,OSD156_n_1m 4.5 Liters sampled Other paremeters will be available The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected Total Volume 4.5 filtered in smaller volumes 6 filters used labelled OSD_156_1_m1 OSD_156_2_m1 OSD_156_3_m1 OSD_156_4_m1 OSD_156_5_m1 OSD_156_6_m1 All filtering was done by syringe and hand,OSF,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275495,ERS667504,17.8,30.054,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD156_2014-06_NPL022_2,OSD2014,OSD156,OSD156_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD156_20140621T1000Z.pdf,Testing the hands OSD concept for future use with students and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour possibly status of pops and microplastics Note Due too unforeseen logistics Kavringen was selected instead of Hvaler coral site .,2014-06-21T10:00,59.89961,10.71999,1,NOR,769,North Sea,189,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,1 bucket a 5 L deployed x at 1 m,OSD156_n_1m 4.5 Liters sampled Other paremeters will be available The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected Total Volume 4.5 filtered in smaller volumes 6 filters used labelled OSD_156_1_m1 OSD_156_2_m1 OSD_156_3_m1 OSD_156_4_m1 OSD_156_5_m1 OSD_156_6_m1 All filtering was done by syringe and hand,OSF,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275494,ERS667503,17.8,30.054,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD157_2014-06_NPL022_1,OSD2014,OSD157,OSD157_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD157_20140620T0900Z.pdf,Testing the hands OSD concept for future use with students and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,2014-06-20T09:00,59.622,10.6282,1,NOR,469,North Sea,0,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m,Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m,Trygve Braarud,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275493,ERS667502,18,26.115,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD157_2014-06_NPL022_2,OSD2014,OSD157,OSD157_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD157_20140620T0900Z.pdf,Testing the hands OSD concept for future use with students and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,2014-06-20T09:00,59.622,10.6282,80,NOR,469,North Sea,0,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m,Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m,Trygve Braarud,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275492,ERS667501,11.5,34.7,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD158_2014-06_NPL022_1,OSD2014,OSD158,OSD158_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD158_20140621T1120Z.pdf,Microbial environmenta Characterization,2014-06-21T11:20,37.4328,-25.19,0,PRT,33331,Iberian Coastal,not present,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket,Seawater surface water,Zephirus (zodiac),NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275491,ERS667500,19.2,35.7,7.43,not present,not present,not present,not present,not present,not present,not present,26.9,not present,327.5,not present,not present,not present,not present,not present,not present,0.4,not present,not present
OSD159_2014-06_NE08_1,OSD2014,OSD159,OSD159_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD159_20140621T1000Z.pdf,Prokaryotes and Eukaryotes,2014-06-19T10:00,48.359,-4.552,2,FRA,462,Celtic-Biscay Shelf,0,Celtic Sea,2351,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin Bottle 8 Liters,Sea Water collected using a Niskin bottle.,Brest-Somlit Station.,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275490,ERS667499,16,34.78,8.1,0.034,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD159_2014-06_NPL022_1,OSD2014,OSD159,OSD159_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD159_20140621T1000Z.pdf,Prokaryotes and Eukaryotes,2014-06-19T10:00,48.359,-4.552,2,FRA,462,Celtic-Biscay Shelf,0,Celtic Sea,2351,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin Bottle 8 Liters,Sea Water collected using a Niskin bottle.,Brest-Somlit Station.,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275490,ERS667499,16,34.78,8.1,0.034,0.274,169.98,0.03,not present,not present,1341,not present,not present,239.48,31.06,not present,not present,not present,0.285,1.664,not present,not present,1
OSD162_2014-06_NPL022_1,OSD2014,OSD162,OSD162_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD162_20140623T1100Z.pdf,The Stonehaven site is a part of Marine Scotland s coastal ecosystem monitoring programme.,2014-06-23T11:00,56.9631,-2.1031,1,GBR,5358,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,A 10m Lund tube was used to collect water for the OSD samples.,Sample is an integrated tube sample from 0 - 10m,The sampling site is 5km offshore and sampling is performed from a boat. Sampling for OSD was performed using a 10m Lund tube.,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275489,ERS667498,12.2,34.3163,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD163_2014-06_NPL022_1,OSD2014,OSD163,OSD163_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD163_20140620T1200Z.pdf,This site is part of Marine Scotland Science s coastal ecosystem monitoring programme,2014-06-20T12:00,58.957,-2.9726,2,GBR,81,North Sea,240,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,bucket,This is a surface sample,pier,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275488,ERS667497,11.7,34.445,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD164_2014-06_NPL022_1,OSD2014,OSD164,OSD164_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD164_20140613T1000Z.pdf,not present,2014-06-13T10:00,60.14333,-1.2825,2,GBR,0,North Sea,363,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,saline water ENVO:00002010,bucket,not present,boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,12.2,35.1354,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD165_2014-06_NPL022_1,OSD2014,OSD165,OSD165_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD165_20140623T0900Z.pdf,This site is part of Marine Scotland Science s coastal ecosystem monitoring programme.,2014-06-23T09:00,57.8498,-5.6495,2,GBR,508,Celtic-Biscay Shelf,0,Inner Seas off the West Coast of Scotland,4283,marine biome ENVO:00000447,bay ENVO:00000032,sea water ENVO:00002149,Bucket,This is a sample taken from Loch Ewe as part of Marine Scotland s coastal ecosystem monitoring programme,Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275487,ERS667496,14.3,32.4453,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD166_2014-06_NPL022_1,OSD2014,OSD166,OSD166_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD166_20140621T1048Z.pdf,"A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years.",2014-06-21T09:48,43.2655,-2.89966,0.5,ESP,0,Iberian Coastal,not present,North Atlantic Ocean,1912,marine pelagic biome ENVO:01000023,pelagic isothermal surface ENVO:01000080,oligotrophic water ENVO:00002223,5 L Bucket,Surface water Sample collected in Armintza. South Bay of Biscay,"Commercial vessel , Crusoe Tresure underwater cellar",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275486,ERS667495,17.88,35.05,8.1,2.79,95.15,not present,0.03347,not present,not present,not present,45.83,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,0.35
OSD167_2014-06_NPL022_1,OSD2014,OSD167,OSD167_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD167_20140621T1415Z.pdf,"Coastal water, near shore and in proximity to human settlement Akureyri, Eyjafjordur, Iceland",2014-06-21T14:15,65.7064,-18.1181,0.1,ISL,100,Iceland Shelf and Sea,0,Greenland Sea,2356,marine biome ENVO:00000447,fjord ENVO:00000039,coastal sea water ENVO:00002150,Plastic container 5 L,"Shore samples, collecter stepped into water and filled containers with surface water",Coastline,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275485,ERS667494,11,1.1,not present,not present,not present,not present,not present,not present,not present,not present,1.1,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD168_2014-06_NPL022_1,OSD2014,OSD168,OSD168_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD168_20140621T0915Z.pdf,"Environmental and planktonic investigation of the coastal surface waters of eutrophic Izmir Bay (Aegean Sea) in the scope of Ocean Sampling Day, 21st of June 2014.",2014-06-21T09:15,38.41333,27.03421,2,TUR,0,Mediterranean Sea,0,Aegean Sea,3315,marine biome ENVO:00000447,surface water ENVO:00002042,coastal sea water ENVO:00002150,Nansen Bottle,It was a sunny day. Sea colour was close to green and it was turbid in the port (on-board sampling).,R/V K Piri Reis deck,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275484,ERS667493,25.7352,38.301,8.29,4.563,0.123,357.96,0.196,not present,6601571754,not present,58.32,not present,268.671,0.399,not present,not present,not present,0.671,3.83,not present,not present,9.057
OSD169_2014-06_NPL022_1,OSD2014,OSD169,OSD169_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD169_20140621T1149Z.pdf,Sampling for OSD,2014-06-21T11:49,51.796139,1.012958,0.1,GBR,480,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket,"Sampling for OSD. Sunny, clear skies. Filtered 500 mL seawater onto Sterivex filters (0.22 um) for DNA extraction Filtered 100 mL seawater onto glassfibre (Fisher MF-300, 25 mm, 0.7 um poresize) for particulate chlorophyll-a and dissovled nutrients etc. Many ctenophores (Pleurobrachia sp.)",Essex Research Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275483,ERS667492,18.5,35.2,8.28,1.426,3.842,not present,1.712,not present,not present,not present,35.2,not present,not present,not present,not present,not present,not present,0.458,7.554,not present,not present,not present
OSD17_2014-06_NPL022_1,OSD2014,OSD17,OSD17_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD17_20140620T0700Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-20T07:00,51.434733,2.810867,3,BEL,22619,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,10L Niskin,water sample from 3 meters depth,330 RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275630,ERS667651,16.6822,34.0252,not present,not present,not present,not present,not present,not present,not present,not present,43.472,not present,not present,not present,not present,not present,not present,not present,not present,32.8782,not present,not present
OSD170_2014-06_NPL022_1,OSD2014,OSD170,OSD170_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD170_20140625T0504Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-25T05:04,51.269517,2.9047,3,BEL,3489,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,OSD170station130RV Simon StevinNiskin2014-06-25T04:04:57Z/2014-06-25T04:05:02Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275482,ERS667491,18.6188,32.2575,not present,not present,not present,not present,not present,not present,not present,not present,43.251,not present,not present,not present,not present,not present,not present,not present,not present,47.8778,not present,not present
OSD171_2014-06_NPL022_1,OSD2014,OSD171,OSD171_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD171_20140625T0423Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-25T04:23,51.307333,2.849333,3,BEL,9015,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,not present,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275481,ERS667490,18.2617,32.8054,not present,not present,not present,not present,not present,not present,not present,not present,43.568,not present,not present,not present,not present,not present,not present,not present,not present,34.5436,not present,not present
OSD172_2014-06_NPL022_1,OSD2014,OSD172,OSD172_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD172_20140625T0245Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-25T02:45,51.37485,3.218333,3,BEL,3038,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,not present,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275480,ERS667489,18.4817,32.3383,not present,not present,not present,not present,not present,not present,not present,not present,43.219,not present,not present,not present,not present,not present,not present,not present,not present,34.3859,not present,not present
OSD173_2014-06_NPL022_1,OSD2014,OSD173,OSD173_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD173_20140625T0139Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-25T01:39,51.441017,3.13995,3,BEL,10996,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,OSD173station710RV Simon StevinNiskin2014-06-25T00:39:52Z/2014-06-25T00:39:52Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275479,ERS667488,18.1816,33.1261,not present,not present,not present,not present,not present,not present,not present,not present,43.872,not present,not present,not present,not present,not present,not present,not present,not present,40.2835,not present,not present
OSD174_2014-06_NPL022_1,OSD2014,OSD174,OSD174_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD174_20140625T0047Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-25T00:47,51.471567,3.059167,3,BEL,16700,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,OSD174station780RV Simon StevinNiskin2014-06-24T23:47:42Z/2014-06-24T23:47:47Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275478,ERS667487,17.9425,33.3739,not present,not present,not present,not present,not present,not present,not present,not present,43.935,not present,not present,not present,not present,not present,not present,not present,not present,34.5691,not present,not present
OSD175_2014-06_NPL022_1,OSD2014,OSD175,OSD175_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD175_20140624T1313Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-24T13:13,51.334817,2.50215,3,BEL,24962,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,2014-06-24T11:13:57Z/2014-06-24T11:13:57Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275477,ERS667486,17.2187,34.2852,not present,not present,not present,not present,not present,not present,not present,not present,44.294,not present,not present,not present,not present,not present,not present,not present,not present,31.7091,not present,not present
OSD176_2014-06_NPL022_1,OSD2014,OSD176,OSD176_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD176_20140624T1127Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-24T11:27,51.2777,2.6135,3,BEL,15656,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,OSD176station215RV Simon StevinNiskin2014-06-24T10:27:17Z/2014-06-24T10:28:12Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275476,ERS667485,18.1228,33.3699,not present,not present,not present,not present,not present,not present,not present,not present,44.104,not present,not present,not present,not present,not present,not present,not present,not present,30.4286,not present,not present
OSD177_2014-06_NPL022_1,OSD2014,OSD177,OSD177_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD177_20140624T1035Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-24T10:35,51.18575,2.701667,3,BEL,3717,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,OSD177station120RV Simon StevinNiskin2014-06-24T09:35:57Z/2014-06-24T09:37:07Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275475,ERS667484,18.7362,32.5834,not present,not present,not present,not present,not present,not present,not present,not present,43.753,not present,not present,not present,not present,not present,not present,not present,not present,33.3947,not present,not present
OSD178_2014-06_NPL022_1,OSD2014,OSD178,OSD178_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD178_20140624T2320Z.pdf,During Lifewatch monitoring campaign we sampled for OSD as well.,2014-06-24T23:20,51.580333,2.7897,3,BEL,36626,North Sea,0,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,6 Niskins were deployed on a CTD-Rosette,OSD178station435RV Simon StevinNiskin2014-06-24T21:20:37Z/2014-06-24T21:20:42Z,RV Simon Stevin,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275474,ERS667483,16.7589,34.4964,not present,not present,not present,not present,not present,not present,not present,not present,44.085,not present,not present,not present,not present,not present,not present,not present,not present,34.4327,not present,not present
OSD18_2014-06_NPL022_1,OSD2014,OSD18,OSD18_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD18_20140620T0800Z.pdf,To collect DNA samples from the marine ecosystem,2014-06-20T08:00,35.363732,33.289649,75,CYP,2087,Mediterranean Sea,0,Mediterranean Sea - Eastern Basin,4280,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5l Niskin bottle,not present,Research Vessel Teal Jr,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275629,ERS667650,20.7,38.5,8.37,0.03,0.2,not present,0.05,not present,not present,not present,not present,not present,8.02,not present,not present,not present,not present,0.96,1.13,not present,not present,not present
